u,techniques,items,n_items,ratings,n_ratings
778,"[85, 4, 2, 32, 110, 0, 0, 15, 1, 137, 16, 15, 3, 2, 7, 0, 69, 0, 0, 7, 29, 22, 1, 37, 1, 0, 11, 5, 73, 10, 1, 1, 2, 86, 1, 5, 32, 38, 78, 0, 2, 7, 94, 133, 6, 1, 15, 2, 0, 5, 1, 3, 0, 34, 8, 100, 1, 34]","[87565, 34931, 29746, 157603, 66593, 71135, 71578, 147615, 4126, 91140, 154502, 71197, 56329, 81517, 32114, 154767, 155867, 67259, 31024, 134375, 103521, 92217, 141777, 65482, 95600, 127847, 4152, 29434, 147180, 46289, 37047, 135431, 23035, 37003, 80306, 87832, 97829, 7454, 102699, 153133, 37217, 113698, 141554, 97711, 156352, 85821, 61307, 94713, 85542, 52505, 267, 120534, 108867, 54631, 40813, 118020, 77347, 91255, 78501, 11335, 118924, 9462, 122995, 39353, 125434, 86306, 150794, 44190, 137365, 173270, 33143, 53668, 17672, 9771, 136931, 11324, 29142, 52796, 98707, 101794, 143710, 112411, 121494, 88620, 96094, 39868, 67159, 87254, 72387, 19442, 118215, 161211, 101266, 77434, 59263, 13676, 171687, 65610, 25094, 23802, 27752, 15128, 45316, 57828, 122568, 163537, 57450, 16552, 156711, 171328, 54075, 74668, 108250, 117356, 144360, 98698, 34492, 22732, 274, 174282, 177873, 171088, 48192, 125485, 30190, 3900, 114180, 52052, 76652, 32845, 2755, 113711, 51357, 89947, 27355, 54481, 87424, 158806, 61305, 100542, 31141, 137000, 68651, 46699, 13425, 13476, 175797, 128950, 5002, 38001, 122976, 168547, 75638, 142191, 135143, 177733, 71588, 54694, 35987, 92581, 154943, 14138, 91505, 130672, 145544, 81032, 156177, 15728, 97563, 117477, 149771, 93563, 81006, 158593, 150890, 127227, 25132, 152493, 98913, 108728, 65220, 113987, 42033, 36255, 994, 45708, 98964, 120471, 155038, 120183, 57030, 49994, 141125, 97450, 25439, 158256, 15491, 9779, 8911, 117249, 47268, 156529, 168561, 24991, 122898, 146325, 31908, 50761, 158783, 37597, 77442, 78358, 157219, 113985, 164232, 36952, 147583, 174457, 171522, 57498, 25424, 19766, 5920, 141249, 79095, 136526, 91374, 45246, 124076, 100988, 3199, 79316, 174552, 53667, 92672, 91455, 164333, 59106, 19811, 68946, 134647, 167369, 65677, 139822, 30679, 16871, 86299, 24612, 82570, 15995, 42964, 14508, 123003, 172898, 54861, 93565, 119080, 104929, 163767, 137790, 143385, 5077, 6061, 35249, 66315, 157619, 18298, 141752, 125067, 86882, 976, 99447, 25211, 103993, 27897, 40673, 64427, 109105, 48826, 3183, 111034, 16635, 56505, 110079, 49860, 122384, 137166, 154934, 177155, 8003, 56673, 148559, 1200, 142002, 67305, 35070, 142326, 162913, 84392, 677, 90287, 176902, 126659, 46641, 1711, 19946, 154720, 82913, 20515, 110785, 68437, 98369, 172997, 28592, 108837, 135941, 64511, 152133, 124773, 131019, 72372, 127068, 167703, 73479, 137916, 25279, 18465, 122801, 105167, 86812, 32801, 74897, 129817, 57947, 45021, 43613, 103755, 81735, 159431, 13044, 176939, 61961, 27462, 126984, 121358, 42936, 136972, 55166, 77206, 169579, 68596, 51701, 70623, 124327, 81021, 77036, 59949, 166821, 9545, 11400, 77358, 110895, 103645, 95272, 130772, 41870, 30043, 163039, 41828, 114578, 176271, 125871, 21342, 106762, 6900, 16153, 77251, 47828, 50784, 11115, 117911, 39493, 10538, 103262, 173101, 65261, 9699, 129910, 160737, 7249, 147977, 158056, 106926, 141341, 173831, 57868, 121513, 90959, 88276, 24587, 87219, 151170, 93888, 31671, 101791, 103590, 73933, 107041, 140922, 93019, 4091, 106973, 166790, 8560, 13528, 15559, 165970, 85719, 150807, 30431, 136742, 147374, 119351, 68273, 175206, 134838, 96114]",427,"[1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 5.0, 5.0, 0.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 1.0, 0.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 0.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 3.0, 4.0, 5.0, 5.0, 5.0, 3.0, 0.0, 5.0, 4.0, 0.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",427
3493,"[18, 1, 0, 4, 2, 0, 0, 1, 1, 12, 2, 2, 0, 0, 0, 0, 6, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 0, 10, 0, 0, 4, 1, 1, 0, 0, 0, 1, 3, 2, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 2, 2, 1]","[8380, 13846, 146921, 60350, 11792, 175215, 48749, 22340, 12192, 74168, 90395, 1393, 63503, 161288, 156041, 41038, 39762, 145714, 177760, 65626, 49397, 128215, 3282, 160618, 146746, 20555, 109325, 97638, 27619, 172236, 136950, 7926]",32,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0]",32
12526,"[7, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 3, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[161029, 130433, 79781, 80444, 169138, 98830, 22115, 157602, 138882, 97205, 52334, 125309]",12,"[5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0]",12
3758,"[19, 0, 0, 2, 12, 0, 0, 0, 0, 15, 2, 1, 0, 0, 0, 0, 8, 0, 0, 4, 3, 1, 0, 0, 1, 0, 0, 2, 4, 1, 0, 0, 0, 15, 0, 0, 4, 7, 7, 0, 1, 2, 14, 15, 0, 0, 2, 1, 0, 0, 1, 1, 0, 3, 0, 6, 0, 1]","[19942, 21832, 99787, 37047, 9779, 170083, 61366, 166967, 52602, 64311, 101819, 162186, 117895, 117146, 26313, 37734, 27749, 31827, 105633, 46085, 1632, 158194, 21273, 21342, 80962, 161396, 140575, 23155, 9677, 147645, 142052, 137009, 51026, 10253, 84340, 50107, 8116, 148004, 45021, 120496, 50438, 65060, 79091, 152224, 166441, 28575, 29078, 79316, 8922, 30722]",50,"[5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 0.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 1.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 0.0, 5.0, 2.0]",50
18412,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 2, 1, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[99787, 74300, 160507, 97490, 93919, 25773, 85719, 90053]",8,"[0.0, 0.0, 5.0, 0.0, 1.0, 1.0, 5.0, 5.0]",8
14157,"[9, 0, 0, 2, 2, 0, 0, 1, 0, 4, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 2]","[134610, 124230, 135961, 9651, 149988, 90709, 73953, 157752, 164596, 45084, 41109]",11,"[5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0]",11
4895,"[9, 0, 0, 3, 7, 0, 1, 1, 0, 6, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3, 0, 0, 4, 0, 2, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[59775, 45513, 2213, 53044, 3363, 13636, 49656, 135986, 86391, 17527, 100409, 94707, 136697, 3642, 30237, 56779, 177491, 126599, 65622]",19,"[4.0, 4.0, 3.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.0, 4.0]",19
2711,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[89007, 28552, 99787, 29518, 150638, 65992, 56402, 994, 49882]",9,"[5.0, 5.0, 4.0, 5.0, 2.0, 3.0, 5.0, 4.0, 4.0]",9
22555,"[7, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 3, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2]","[147180, 77616, 125296, 154916, 93193, 143922, 131506, 79095, 145695, 56077, 111252, 127506]",12,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 5.0, 5.0]",12
4208,"[26, 0, 0, 5, 5, 0, 0, 5, 0, 15, 3, 2, 0, 0, 0, 0, 4, 0, 0, 4, 1, 0, 0, 3, 1, 0, 1, 0, 8, 1, 0, 0, 0, 16, 0, 1, 4, 2, 2, 0, 0, 2, 3, 5, 1, 1, 4, 0, 0, 1, 0, 0, 0, 2, 0, 3, 5, 2]","[28005, 11324, 63760, 34499, 34981, 135512, 22967, 1022, 120014, 4294, 139238, 162578, 87565, 1783, 70748, 34602, 82604, 23343, 117899, 123678, 41436, 164499, 89113, 51263, 50909, 78551, 155665, 38413, 137056, 78028, 173688, 164596, 10566, 155736, 74837, 36155, 19812]",37,"[5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 0.0, 4.0]",37
13681,"[2, 1, 0, 2, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[77073, 136306, 97466, 12583, 24568, 141067]",6,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",6
11548,"[3, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[124230, 8953, 123563, 164500, 45838]",5,"[5.0, 5.0, 5.0, 2.0, 5.0]",5
594,"[114, 2, 0, 38, 35, 1, 0, 13, 1, 86, 13, 4, 0, 0, 5, 0, 39, 0, 0, 8, 23, 4, 3, 13, 3, 0, 6, 14, 32, 11, 2, 0, 0, 83, 0, 8, 27, 10, 15, 1, 1, 10, 22, 34, 10, 1, 29, 6, 0, 5, 0, 2, 0, 7, 14, 23, 13, 26]","[95484, 168362, 91850, 33843, 113104, 40699, 173080, 167491, 142799, 116993, 12287, 76716, 95442, 133909, 86928, 85100, 133120, 128738, 54389, 149264, 106014, 137192, 97395, 58814, 169825, 159673, 1004, 76669, 17572, 84705, 2958, 78451, 32977, 96388, 80301, 53945, 109808, 145500, 49399, 130909, 163923, 140238, 21617, 98884, 23671, 117755, 152977, 174639, 25773, 147770, 8368, 165890, 21365, 101204, 126845, 54438, 12868, 267, 33787, 99008, 114877, 162865, 169532, 23630, 26988, 98674, 118749, 137574, 165491, 117988, 121494, 120815, 65531, 89447, 55202, 41088, 157295, 141563, 130659, 3538, 164203, 140027, 35598, 37400, 108274, 29558, 4687, 77338, 93490, 91520, 161791, 17839, 147765, 100886, 149231, 101564, 73956, 87406, 123047, 38924, 20378, 104569, 171700, 6130, 44062, 38773, 105696, 42599, 60584, 39832, 68651, 101200, 161220, 127999, 140922, 40542, 51640, 107864, 46944, 71578, 49882, 97036, 127556, 135224, 129540, 2319, 11778, 158180, 740, 90806, 155170, 71313, 22667, 133220, 37889, 97372, 9760, 28005, 97839, 116124, 87717, 62418, 136442, 41159, 56425, 109001, 162694, 149966, 71029, 138550, 6082, 131487, 87565, 159353, 93193, 125913, 81402, 62990, 14461, 145383, 5210, 28774, 128824, 131291, 92217, 164672, 5485, 8606, 87983, 61390, 46400, 95918, 153528, 68258, 104261, 155067, 88395, 63699, 95590, 98816, 52425, 15019, 123213, 51181, 2757, 33101, 52189, 104184, 130273, 8718, 46902, 87740, 80859, 53247, 146638, 117592, 46159, 137319, 11204, 80193, 101363, 166053, 29429, 12275, 34731, 18958, 162852, 125108, 25023, 72943, 54377, 205, 33125, 70391, 113266, 70145, 34928, 6928, 127704, 115550, 96750, 20800, 46292, 10225, 114188, 98359, 174094, 11762, 27590, 114812, 150794, 65630, 50672, 140132, 7716, 46193, 82056, 36494, 24724, 48058, 161711, 54038, 109960, 136313, 156137, 147020, 64840, 38282, 164945, 123813, 8833, 105763, 2949, 58649, 93447, 172165, 73920, 37653, 132951, 43071, 86360, 130638, 46112, 1867, 169569]",265,"[5.0, 2.0, 2.0, 5.0, 3.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 2.0, 4.0, 3.0, 5.0, 4.0, 5.0, 2.0, 5.0, 3.0, 5.0, 5.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 3.0, 5.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 3.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 2.0, 4.0, 3.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 3.0, 4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 5.0, 5.0, 4.0, 5.0, 3.0, 3.0, 5.0, 5.0, 4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 4.0, 0.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 4.0, 5.0, 4.0, 4.0, 3.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 3.0, 5.0, 5.0, 4.0, 3.0, 5.0, 4.0, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 3.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 5.0, 4.0, 4.0, 3.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 4.0, 5.0, 4.0, 5.0, 4.0, 3.0, 3.0, 4.0, 5.0]",265
10903,"[1, 0, 0, 1, 3, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[107008, 37256, 8090, 34287, 19812, 92341, 134610]",7,"[4.0, 5.0, 5.0, 5.0, 0.0, 5.0, 2.0]",7
12094,"[2, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[167269, 68663, 49550, 9677, 97449, 55772]",6,"[3.0, 5.0, 5.0, 5.0, 5.0, 5.0]",6
21992,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[89924, 75942, 43565, 145152, 135961]",5,"[5.0, 4.0, 4.0, 4.0, 4.0]",5
15185,"[3, 0, 0, 2, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0]","[136725, 176169, 40359, 45470, 168026, 90021, 167183, 15342]",8,"[5.0, 5.0, 0.0, 4.0, 5.0, 4.0, 0.0, 5.0]",8
16495,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","[58827, 75244, 155664, 29290, 112069]",5,"[5.0, 5.0, 5.0, 5.0, 5.0]",5
23018,"[3, 0, 0, 2, 1, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0]","[80682, 132003, 74633, 103425, 53194]",5,"[5.0, 5.0, 5.0, 5.0, 5.0]",5
22062,"[4, 0, 0, 0, 3, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[147753, 44040, 121682, 95741, 160541, 52014, 81990, 61073, 177637, 96740, 117830, 122248]",12,"[5.0, 0.0, 0.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",12
8959,"[1, 0, 0, 1, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 1, 0, 4, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[112670, 5756, 150761, 171244, 47717, 53283]",6,"[4.0, 5.0, 5.0, 5.0, 5.0, 4.0]",6
6039,"[27, 1, 0, 16, 16, 0, 0, 2, 0, 31, 1, 1, 0, 0, 2, 0, 12, 0, 0, 3, 6, 1, 0, 8, 1, 0, 2, 2, 18, 2, 0, 1, 0, 24, 0, 0, 13, 4, 10, 0, 0, 2, 9, 16, 1, 1, 6, 1, 0, 3, 1, 3, 0, 7, 1, 12, 5, 8]","[132083, 74667, 127869, 158362, 72253, 65724, 71567, 147374, 78261, 13568, 66392, 125404, 92347, 42627, 73100, 87424, 103416, 37874, 119700, 104816, 69854, 75025, 75383, 23489, 101577, 45723, 19297, 144114, 62373, 81350, 76094, 170508, 133958, 5743, 110965, 157653, 103915, 3128, 136037, 91804, 45671, 111808, 73095, 74968, 83018, 111160, 79731, 128633, 137099, 56494, 137857, 128192, 92055, 21109, 152036, 33384, 39913, 22928, 74570, 84381, 147561, 8555, 36484, 72469, 65163, 158253, 121453, 134473, 108080, 126272, 23168, 59076, 134723, 99787, 60661, 119892, 77358, 173722, 23053, 117899, 83438, 139751]",82,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 4.0, 0.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 0.0, 5.0]",82
20879,"[6, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[43951, 69241, 132083, 140055, 82411, 44702, 90444]",7,"[5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0]",7
5131,"[7, 0, 0, 2, 3, 0, 1, 3, 0, 7, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 1, 1, 2, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 3]","[12675, 139852, 107364, 14791, 109885, 5682, 103884, 41272, 125997, 50733, 51510, 170782, 160106, 2337, 63916]",15,"[5.0, 4.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 4.0, 0.0]",15
